# Urban Hata Model Propagation Results
# Current Date and Time (UTC - YYYY-MM-DD HH:MM:SS formatted): 2025-06-01 14:33:38
Parameters:
- Frequency: 970.00 MHz
- Base station height: 50.00 m
- Mobile station height: 1.50 m
- Transmitter power: 43.00 dBm

Distance(m)	PathLoss(dB)	FieldStrength(dB)	E-field(V/m)
496.594475	113.938555	66.015876	1.998912e-03
496.671742	113.940837	66.013594	1.998387e-03
496.749009	113.943118	66.011312	1.997863e-03
496.826276	113.945399	66.009031	1.997338e-03
496.903543	113.947680	66.006750	1.996814e-03
496.980810	113.949961	66.004470	1.996289e-03
497.058077	113.952241	66.002190	1.995765e-03
497.135344	113.954521	65.999910	1.995242e-03
497.212610	113.956800	65.997630	1.994718e-03
497.289877	113.959079	65.995351	1.994195e-03
497.367144	113.961358	65.993073	1.993672e-03
497.444411	113.963636	65.990794	1.993149e-03
497.521678	113.965914	65.988516	1.992626e-03
497.598945	113.968192	65.986239	1.992104e-03
497.676212	113.970469	65.983961	1.991581e-03
497.753479	113.972746	65.981684	1.991059e-03
497.830746	113.975023	65.979408	1.990538e-03
497.908013	113.977299	65.977132	1.990016e-03
497.985280	113.979575	65.974856	1.989495e-03
498.062547	113.981850	65.972580	1.988974e-03
498.139813	113.984125	65.970305	1.988453e-03
498.217080	113.986400	65.968030	1.987932e-03
498.294347	113.988675	65.965756	1.987411e-03
498.371614	113.990949	65.963482	1.986891e-03
498.448881	113.993223	65.961208	1.986371e-03
498.526148	113.995496	65.958934	1.985851e-03
498.603415	113.997769	65.956661	1.985332e-03
498.680682	114.000042	65.954389	1.984812e-03
498.757949	114.002314	65.952116	1.984293e-03
498.835216	114.004586	65.949844	1.983774e-03
498.912483	114.006858	65.947573	1.983255e-03
498.989750	114.009129	65.945301	1.982737e-03
499.067016	114.011400	65.943030	1.982218e-03
499.144283	114.013671	65.940760	1.981700e-03
499.221550	114.015941	65.938490	1.981182e-03
499.298817	114.018211	65.936220	1.980665e-03
499.376084	114.020480	65.933950	1.980147e-03
499.453351	114.022749	65.931681	1.979630e-03
499.530618	114.025018	65.929412	1.979113e-03
499.607885	114.027287	65.927144	1.978596e-03
499.685152	114.029555	65.924876	1.978080e-03
499.762419	114.031823	65.922608	1.977563e-03
499.839686	114.034090	65.920340	1.977047e-03
499.916953	114.036357	65.918073	1.976531e-03
499.994219	114.038624	65.915807	1.976015e-03
500.071486	114.040890	65.913540	1.975500e-03
500.148753	114.043156	65.911274	1.974985e-03
500.226020	114.045422	65.909008	1.974469e-03
500.303287	114.047687	65.906743	1.973955e-03
500.380554	114.049952	65.904478	1.973440e-03
500.457821	114.052217	65.902214	1.972925e-03
500.535088	114.054481	65.899949	1.972411e-03
500.612355	114.056745	65.897685	1.971897e-03
500.689622	114.059009	65.895422	1.971383e-03
500.766889	114.061272	65.893158	1.970870e-03
500.844156	114.063535	65.890896	1.970356e-03
500.921422	114.065797	65.888633	1.969843e-03
500.998689	114.068060	65.886371	1.969330e-03
501.075956	114.070321	65.884109	1.968817e-03
501.153223	114.072583	65.881848	1.968305e-03
501.230490	114.074844	65.879586	1.967793e-03
501.307757	114.077105	65.877326	1.967280e-03
501.385024	114.079365	65.875065	1.966769e-03
501.462291	114.081625	65.872805	1.966257e-03
501.539558	114.083885	65.870545	1.965745e-03
501.616825	114.086145	65.868286	1.965234e-03
501.694092	114.088404	65.866027	1.964723e-03
501.771359	114.090662	65.863768	1.964212e-03
501.848625	114.092921	65.861510	1.963702e-03
501.925892	114.095179	65.859252	1.963191e-03
502.003159	114.097436	65.856994	1.962681e-03
502.080426	114.099694	65.854737	1.962171e-03
502.157693	114.101951	65.852480	1.961661e-03
502.234960	114.104207	65.850223	1.961152e-03
502.312227	114.106463	65.847967	1.960642e-03
502.389494	114.108719	65.845711	1.960133e-03
502.466761	114.110975	65.843456	1.959624e-03
502.544028	114.113230	65.841200	1.959115e-03
502.621295	114.115485	65.838945	1.958607e-03
502.698562	114.117740	65.836691	1.958099e-03
502.775828	114.119994	65.834437	1.957590e-03
502.853095	114.122248	65.832183	1.957083e-03
502.930362	114.124501	65.829929	1.956575e-03
503.007629	114.126754	65.827676	1.956067e-03
503.084896	114.129007	65.825423	1.955560e-03
503.162163	114.131260	65.823171	1.955053e-03
503.239430	114.133512	65.820919	1.954546e-03
503.316697	114.135763	65.818667	1.954040e-03
503.393964	114.138015	65.816416	1.953533e-03
503.471231	114.140266	65.814165	1.953027e-03
503.548498	114.142517	65.811914	1.952521e-03
503.625765	114.144767	65.809663	1.952015e-03
503.703031	114.147017	65.807413	1.951510e-03
503.780298	114.149267	65.805164	1.951004e-03
503.857565	114.151516	65.802914	1.950499e-03
503.934832	114.153765	65.800665	1.949994e-03
504.012099	114.156014	65.798417	1.949489e-03
504.089366	114.158262	65.796168	1.948985e-03
504.166633	114.160510	65.793920	1.948480e-03
504.243900	114.162758	65.791673	1.947976e-03
504.321167	114.165005	65.789425	1.947472e-03
504.398434	114.167252	65.787179	1.946969e-03
504.475701	114.169498	65.784932	1.946465e-03
504.552968	114.171745	65.782686	1.945962e-03
504.630234	114.173991	65.780440	1.945459e-03
504.707501	114.176236	65.778194	1.944956e-03
504.784768	114.178481	65.775949	1.944453e-03
504.862035	114.180726	65.773704	1.943951e-03
504.939302	114.182971	65.771460	1.943448e-03
505.016569	114.185215	65.769215	1.942946e-03
505.093836	114.187459	65.766972	1.942444e-03
505.171103	114.189702	65.764728	1.941943e-03
505.248370	114.191946	65.762485	1.941441e-03
505.325637	114.194188	65.760242	1.940940e-03
505.402904	114.196431	65.758000	1.940439e-03
505.480171	114.198673	65.755758	1.939938e-03
505.557437	114.200915	65.753516	1.939437e-03
505.634704	114.203156	65.751274	1.938937e-03
505.711971	114.205397	65.749033	1.938437e-03
505.789238	114.207638	65.746792	1.937937e-03
505.866505	114.209878	65.744552	1.937437e-03
505.943772	114.212119	65.742312	1.936937e-03
506.021039	114.214358	65.740072	1.936438e-03
506.098306	114.216598	65.737833	1.935939e-03
506.175573	114.218837	65.735594	1.935440e-03
506.252840	114.221075	65.733355	1.934941e-03
506.330107	114.223314	65.731117	1.934443e-03
506.407374	114.225552	65.728879	1.933944e-03
506.484640	114.227789	65.726641	1.933446e-03
506.561907	114.230027	65.724404	1.932948e-03
506.639174	114.232264	65.722167	1.932450e-03
506.716441	114.234500	65.719930	1.931953e-03
506.793708	114.236737	65.717694	1.931455e-03
506.870975	114.238973	65.715458	1.930958e-03
506.948242	114.241208	65.713222	1.930461e-03
507.025509	114.243444	65.710987	1.929965e-03
507.102776	114.245679	65.708752	1.929468e-03
507.180043	114.247913	65.706517	1.928972e-03
507.257310	114.250148	65.704283	1.928476e-03
507.334577	114.252381	65.702049	1.927980e-03
507.411843	114.254615	65.699815	1.927484e-03
507.489110	114.256848	65.697582	1.926988e-03
507.566377	114.259081	65.695349	1.926493e-03
507.643644	114.261314	65.693117	1.925998e-03
507.720911	114.263546	65.690884	1.925503e-03
507.798178	114.265778	65.688653	1.925008e-03
507.875445	114.268009	65.686421	1.924514e-03
507.952712	114.270241	65.684190	1.924020e-03
508.029979	114.272472	65.681959	1.923525e-03
508.107246	114.274702	65.679728	1.923032e-03
508.184513	114.276932	65.677498	1.922538e-03
508.261780	114.279162	65.675268	1.922044e-03
508.339046	114.281392	65.673039	1.921551e-03
508.416313	114.283621	65.670810	1.921058e-03
508.493580	114.285850	65.668581	1.920565e-03
508.570847	114.288078	65.666352	1.920072e-03
508.648114	114.290306	65.664124	1.919580e-03
508.725381	114.292534	65.661896	1.919088e-03
508.802648	114.294762	65.659669	1.918596e-03
508.879915	114.296989	65.657442	1.918104e-03
508.957182	114.299216	65.655215	1.917612e-03
509.034449	114.301442	65.652988	1.917121e-03
509.111716	114.303668	65.650762	1.916629e-03
509.188983	114.305894	65.648536	1.916138e-03
509.266249	114.308119	65.646311	1.915647e-03
509.343516	114.310345	65.644086	1.915157e-03
509.420783	114.312569	65.641861	1.914666e-03
509.498050	114.314794	65.639637	1.914176e-03
509.575317	114.317018	65.637413	1.913686e-03
509.652584	114.319242	65.635189	1.913196e-03
509.729851	114.321465	65.632965	1.912706e-03
509.807118	114.323688	65.630742	1.912217e-03
509.884385	114.325911	65.628519	1.911727e-03
509.961652	114.328133	65.626297	1.911238e-03
510.038919	114.330355	65.624075	1.910749e-03
510.116186	114.332577	65.621853	1.910261e-03
510.193452	114.334799	65.619632	1.909772e-03
510.270719	114.337020	65.617411	1.909284e-03
510.347986	114.339240	65.615190	1.908796e-03
510.425253	114.341461	65.612970	1.908308e-03
510.502520	114.343681	65.610750	1.907820e-03
510.579787	114.345901	65.608530	1.907333e-03
510.657054	114.348120	65.606310	1.906846e-03
510.734321	114.350339	65.604091	1.906358e-03
510.811588	114.352558	65.601873	1.905872e-03
510.888855	114.354776	65.599654	1.905385e-03
510.966122	114.356994	65.597436	1.904898e-03
511.043389	114.359212	65.595218	1.904412e-03
511.120656	114.361429	65.593001	1.903926e-03
511.197922	114.363646	65.590784	1.903440e-03
511.275189	114.365863	65.588567	1.902954e-03
511.352456	114.368080	65.586351	1.902469e-03
511.429723	114.370296	65.584135	1.901983e-03
511.506990	114.372511	65.581919	1.901498e-03
511.584257	114.374727	65.579704	1.901013e-03
511.661524	114.376942	65.577489	1.900529e-03
511.738791	114.379156	65.575274	1.900044e-03
511.816058	114.381371	65.573060	1.899560e-03
511.893325	114.383585	65.570846	1.899076e-03
511.970592	114.385799	65.568632	1.898592e-03
512.047859	114.388012	65.566419	1.898108e-03
512.125125	114.390225	65.564206	1.897624e-03
512.202392	114.392438	65.561993	1.897141e-03
512.279659	114.394650	65.559780	1.896658e-03
512.356926	114.396862	65.557568	1.896175e-03
512.434193	114.399074	65.555357	1.895692e-03
512.511460	114.401285	65.553145	1.895210e-03
512.588727	114.403496	65.550934	1.894727e-03
512.665994	114.405707	65.548724	1.894245e-03
512.743261	114.407917	65.546513	1.893763e-03
512.820528	114.410127	65.544303	1.893281e-03
512.897795	114.412337	65.542094	1.892800e-03
512.975062	114.414546	65.539884	1.892318e-03
513.052328	114.416755	65.537675	1.891837e-03
513.129595	114.418964	65.535466	1.891356e-03
513.206862	114.421172	65.533258	1.890875e-03
513.284129	114.423380	65.531050	1.890395e-03
513.361396	114.425588	65.528842	1.889914e-03
513.438663	114.427796	65.526635	1.889434e-03
513.515930	114.430003	65.524428	1.888954e-03
513.593197	114.432209	65.522221	1.888474e-03
513.670464	114.434416	65.520015	1.887995e-03
513.747731	114.436622	65.517809	1.887515e-03
513.824998	114.438827	65.515603	1.887036e-03
513.902265	114.441033	65.513398	1.886557e-03
513.979531	114.443238	65.511193	1.886078e-03
514.056798	114.445443	65.508988	1.885599e-03
514.134065	114.447647	65.506784	1.885121e-03
514.211332	114.449851	65.504579	1.884642e-03
514.288599	114.452055	65.502376	1.884164e-03
514.365866	114.454258	65.500172	1.883686e-03
514.443133	114.456461	65.497969	1.883209e-03
514.520400	114.458664	65.495767	1.882731e-03
514.597667	114.460866	65.493564	1.882254e-03
514.674934	114.463068	65.491362	1.881777e-03
514.752201	114.465270	65.489160	1.881300e-03
514.829468	114.467471	65.486959	1.880823e-03
514.906734	114.469673	65.484758	1.880347e-03
514.984001	114.471873	65.482557	1.879870e-03
515.061268	114.474074	65.480357	1.879394e-03
515.138535	114.476274	65.478157	1.878918e-03
515.215802	114.478474	65.475957	1.878442e-03
515.293069	114.480673	65.473757	1.877967e-03
515.370336	114.482872	65.471558	1.877491e-03
515.447603	114.485071	65.469360	1.877016e-03
515.524870	114.487269	65.467161	1.876541e-03
515.602137	114.489467	65.464963	1.876066e-03
515.679404	114.491665	65.462765	1.875592e-03
515.756671	114.493863	65.460568	1.875117e-03
515.833937	114.496060	65.458371	1.874643e-03
515.911204	114.498257	65.456174	1.874169e-03
515.988471	114.500453	65.453977	1.873695e-03
516.065738	114.502649	65.451781	1.873221e-03
516.143005	114.504845	65.449585	1.872748e-03
516.220272	114.507040	65.447390	1.872274e-03
516.297539	114.509236	65.445195	1.871801e-03
516.374806	114.511430	65.443000	1.871328e-03
516.452073	114.513625	65.440806	1.870856e-03
516.529340	114.515819	65.438611	1.870383e-03
516.606607	114.518013	65.436418	1.869911e-03
516.683874	114.520206	65.434224	1.869439e-03
516.761140	114.522400	65.432031	1.868967e-03
516.838407	114.524592	65.429838	1.868495e-03
516.915674	114.526785	65.427645	1.868023e-03
516.992941	114.528977	65.425453	1.867552e-03
517.070208	114.531169	65.423261	1.867081e-03
517.147475	114.533361	65.421070	1.866610e-03
517.224742	114.535552	65.418879	1.866139e-03
517.302009	114.537743	65.416688	1.865668e-03
517.379276	114.539933	65.414497	1.865198e-03
517.456543	114.542123	65.412307	1.864727e-03
517.533810	114.544313	65.410117	1.864257e-03
517.611077	114.546503	65.407928	1.863787e-03
517.688343	114.548692	65.405738	1.863318e-03
517.765610	114.550881	65.403549	1.862848e-03
517.842877	114.553070	65.401361	1.862379e-03
517.920144	114.555258	65.399172	1.861910e-03
517.997411	114.557446	65.396985	1.861441e-03
518.074678	114.559634	65.394797	1.860972e-03
518.151945	114.561821	65.392610	1.860503e-03
518.229212	114.564008	65.390423	1.860035e-03
518.306479	114.566194	65.388236	1.859567e-03
518.383746	114.568381	65.386050	1.859099e-03
518.461013	114.570567	65.383864	1.858631e-03
518.538280	114.572752	65.381678	1.858163e-03
518.615546	114.574938	65.379493	1.857696e-03
518.692813	114.577123	65.377308	1.857229e-03
518.770080	114.579307	65.375123	1.856762e-03
518.847347	114.581492	65.372939	1.856295e-03
518.924614	114.583676	65.370755	1.855828e-03
519.001881	114.585860	65.368571	1.855362e-03
519.079148	114.588043	65.366388	1.854895e-03
519.156415	114.590226	65.364204	1.854429e-03
519.233682	114.592409	65.362022	1.853963e-03
519.310949	114.594591	65.359839	1.853497e-03
519.388216	114.596773	65.357657	1.853032e-03
519.465483	114.598955	65.355475	1.852566e-03
519.542749	114.601136	65.353294	1.852101e-03
519.620016	114.603318	65.351113	1.851636e-03
519.697283	114.605498	65.348932	1.851171e-03
519.774550	114.607679	65.346752	1.850707e-03
519.851817	114.609859	65.344572	1.850242e-03
519.929084	114.612039	65.342392	1.849778e-03
520.006351	114.614218	65.340212	1.849314e-03
520.083618	114.616397	65.338033	1.848850e-03
520.160885	114.618576	65.335854	1.848386e-03
520.238152	114.620755	65.333676	1.847923e-03
520.315419	114.622933	65.331498	1.847459e-03
520.392686	114.625111	65.329320	1.846996e-03
520.469952	114.627288	65.327142	1.846533e-03
520.547219	114.629466	65.324965	1.846070e-03
520.624486	114.631642	65.322788	1.845608e-03
520.701753	114.633819	65.320611	1.845145e-03
520.779020	114.635995	65.318435	1.844683e-03
520.856287	114.638171	65.316259	1.844221e-03
520.933554	114.640347	65.314084	1.843759e-03
521.010821	114.642522	65.311908	1.843297e-03
521.088088	114.644697	65.309733	1.842836e-03
521.165355	114.646872	65.307559	1.842375e-03
521.242622	114.649046	65.305384	1.841913e-03
521.319889	114.651220	65.303210	1.841452e-03
521.397155	114.653394	65.301037	1.840992e-03
521.474422	114.655567	65.298863	1.840531e-03
521.551689	114.657740	65.296690	1.840071e-03
521.628956	114.659913	65.294518	1.839610e-03
521.706223	114.662085	65.292345	1.839150e-03
521.783490	114.664257	65.290173	1.838691e-03
521.860757	114.666429	65.288001	1.838231e-03
521.938024	114.668600	65.285830	1.837771e-03
522.015291	114.670772	65.283659	1.837312e-03
522.092558	114.672942	65.281488	1.836853e-03
522.169825	114.675113	65.279318	1.836394e-03
522.247092	114.677283	65.277147	1.835935e-03
522.324358	114.679453	65.274978	1.835477e-03
522.401625	114.681622	65.272808	1.835018e-03
522.478892	114.683791	65.270639	1.834560e-03
522.556159	114.685960	65.268470	1.834102e-03
522.633426	114.688129	65.266302	1.833644e-03
522.710693	114.690297	65.264133	1.833187e-03
522.787960	114.692465	65.261965	1.832729e-03
522.865227	114.694633	65.259798	1.832272e-03
522.942494	114.696800	65.257631	1.831815e-03
523.019761	114.698967	65.255464	1.831358e-03
523.097028	114.701133	65.253297	1.830901e-03
523.174295	114.703300	65.251131	1.830444e-03
523.251561	114.705466	65.248965	1.829988e-03
523.328828	114.707631	65.246799	1.829532e-03
523.406095	114.709797	65.244634	1.829076e-03
523.483362	114.711962	65.242469	1.828620e-03
523.560629	114.714126	65.240304	1.828164e-03
523.637896	114.716291	65.238140	1.827709e-03
523.715163	114.718455	65.235976	1.827253e-03
523.792430	114.720618	65.233812	1.826798e-03
523.869697	114.722782	65.231649	1.826343e-03
523.946964	114.724945	65.229485	1.825889e-03
524.024231	114.727108	65.227323	1.825434e-03
524.101498	114.729270	65.225160	1.824980e-03
524.178764	114.731432	65.222998	1.824525e-03
524.256031	114.733594	65.220836	1.824071e-03
524.333298	114.735756	65.218675	1.823617e-03
524.410565	114.737917	65.216514	1.823164e-03
524.487832	114.740078	65.214353	1.822710e-03
524.565099	114.742238	65.212192	1.822257e-03
524.642366	114.744398	65.210032	1.821804e-03
524.719633	114.746558	65.207872	1.821351e-03
524.796900	114.748718	65.205712	1.820898e-03
524.874167	114.750877	65.203553	1.820445e-03
524.951434	114.753036	65.201394	1.819993e-03
525.028701	114.755195	65.199236	1.819541e-03
525.105967	114.757353	65.197077	1.819089e-03
525.183234	114.759511	65.194919	1.818637e-03
525.260501	114.761669	65.192762	1.818185e-03
525.337768	114.763826	65.190604	1.817733e-03
525.415035	114.765983	65.188447	1.817282e-03
525.492302	114.768140	65.186290	1.816831e-03
525.569569	114.770296	65.184134	1.816380e-03
525.646836	114.772453	65.181978	1.815929e-03
525.724103	114.774608	65.179822	1.815478e-03
525.801370	114.776764	65.177667	1.815028e-03
525.878637	114.778919	65.175511	1.814578e-03
525.955904	114.781074	65.173357	1.814128e-03
526.033170	114.783228	65.171202	1.813678e-03
526.110437	114.785383	65.169048	1.813228e-03
526.187704	114.787536	65.166894	1.812778e-03
526.264971	114.789690	65.164740	1.812329e-03
526.342238	114.791843	65.162587	1.811880e-03
526.419505	114.793996	65.160434	1.811431e-03
526.496772	114.796149	65.158282	1.810982e-03
526.574039	114.798301	65.156129	1.810533e-03
526.651306	114.800453	65.153977	1.810085e-03
526.728573	114.802605	65.151826	1.809636e-03
526.805840	114.804756	65.149674	1.809188e-03
526.883107	114.806907	65.147523	1.808740e-03
526.960373	114.809058	65.145373	1.808292e-03
527.037640	114.811208	65.143222	1.807845e-03
527.114907	114.813358	65.141072	1.807397e-03
527.192174	114.815508	65.138922	1.806950e-03
527.269441	114.817658	65.136773	1.806503e-03
527.346708	114.819807	65.134624	1.806056e-03
527.423975	114.821956	65.132475	1.805609e-03
527.501242	114.824104	65.130326	1.805163e-03
527.578509	114.826252	65.128178	1.804716e-03
527.655776	114.828400	65.126030	1.804270e-03
527.733043	114.830548	65.123883	1.803824e-03
527.810310	114.832695	65.121735	1.803378e-03
527.887576	114.834842	65.119588	1.802932e-03
527.964843	114.836989	65.117442	1.802487e-03
528.042110	114.839135	65.115295	1.802041e-03
528.119377	114.841281	65.113149	1.801596e-03
528.196644	114.843427	65.111004	1.801151e-03
528.273911	114.845572	65.108858	1.800706e-03
528.351178	114.847717	65.106713	1.800262e-03
528.428445	114.849862	65.104569	1.799817e-03
528.505712	114.852006	65.102424	1.799373e-03
528.582979	114.854150	65.100280	1.798929e-03
528.660246	114.856294	65.098136	1.798485e-03
528.737513	114.858438	65.095993	1.798041e-03
528.814779	114.860581	65.093849	1.797598e-03
528.892046	114.862724	65.091707	1.797154e-03
528.969313	114.864866	65.089564	1.796711e-03
529.046580	114.867009	65.087422	1.796268e-03
529.123847	114.869151	65.085280	1.795825e-03
529.201114	114.871292	65.083138	1.795382e-03
529.278381	114.873433	65.080997	1.794940e-03
529.355648	114.875574	65.078856	1.794497e-03
529.432915	114.877715	65.076715	1.794055e-03
529.510182	114.879856	65.074575	1.793613e-03
529.587449	114.881996	65.072435	1.793171e-03
529.664716	114.884135	65.070295	1.792729e-03
529.741982	114.886275	65.068156	1.792288e-03
529.819249	114.888414	65.066017	1.791847e-03
529.896516	114.890553	65.063878	1.791405e-03
529.973783	114.892691	65.061739	1.790964e-03
530.051050	114.894829	65.059601	1.790524e-03
530.128317	114.896967	65.057463	1.790083e-03
530.205584	114.899105	65.055326	1.789642e-03
530.282851	114.901242	65.053188	1.789202e-03
530.360118	114.903379	65.051051	1.788762e-03
530.437385	114.905516	65.048915	1.788322e-03
530.514652	114.907652	65.046778	1.787882e-03
530.591919	114.909788	65.044642	1.787443e-03
530.669185	114.911924	65.042507	1.787003e-03
530.746452	114.914059	65.040371	1.786564e-03
530.823719	114.916194	65.038236	1.786125e-03
530.900986	114.918329	65.036102	1.785686e-03
530.978253	114.920463	65.033967	1.785247e-03
531.055520	114.922597	65.031833	1.784809e-03
531.132787	114.924731	65.029699	1.784370e-03
531.210054	114.926865	65.027566	1.783932e-03
531.287321	114.928998	65.025432	1.783494e-03
531.364588	114.931131	65.023300	1.783056e-03
531.441855	114.933264	65.021167	1.782618e-03
531.519122	114.935396	65.019035	1.782181e-03
531.596388	114.937528	65.016903	1.781743e-03
531.673655	114.939659	65.014771	1.781306e-03
531.750922	114.941791	65.012640	1.780869e-03
531.828189	114.943922	65.010509	1.780432e-03
531.905456	114.946053	65.008378	1.779995e-03
531.982723	114.948183	65.006247	1.779559e-03
532.059990	114.950313	65.004117	1.779123e-03
532.137257	114.952443	65.001988	1.778686e-03
532.214524	114.954572	64.999858	1.778250e-03
532.291791	114.956702	64.997729	1.777815e-03
532.369058	114.958830	64.995600	1.777379e-03
532.446325	114.960959	64.993471	1.776943e-03
532.523591	114.963087	64.991343	1.776508e-03
532.600858	114.965215	64.989215	1.776073e-03
532.678125	114.967343	64.987088	1.775638e-03
532.755392	114.969470	64.984960	1.775203e-03
532.832659	114.971597	64.982833	1.774768e-03
532.909926	114.973724	64.980707	1.774334e-03
532.987193	114.975850	64.978580	1.773899e-03
533.064460	114.977976	64.976454	1.773465e-03
533.141727	114.980102	64.974328	1.773031e-03
533.218994	114.982228	64.972203	1.772598e-03
533.296261	114.984353	64.970078	1.772164e-03
533.373528	114.986478	64.967953	1.771730e-03
533.450794	114.988602	64.965828	1.771297e-03
533.528061	114.990727	64.963704	1.770864e-03
533.605328	114.992850	64.961580	1.770431e-03
533.682595	114.994974	64.959456	1.769998e-03
533.759862	114.997097	64.957333	1.769566e-03
533.837129	114.999220	64.955210	1.769133e-03
533.914396	115.001343	64.953087	1.768701e-03
533.991663	115.003466	64.950965	1.768269e-03
534.068930	115.005588	64.948843	1.767837e-03
534.146197	115.007709	64.946721	1.767405e-03
534.223464	115.009831	64.944600	1.766973e-03
534.300731	115.011952	64.942478	1.766542e-03
534.377997	115.014073	64.940357	1.766111e-03
534.455264	115.016194	64.938237	1.765679e-03
534.532531	115.018314	64.936117	1.765248e-03
534.609798	115.020434	64.933997	1.764818e-03
534.687065	115.022553	64.931877	1.764387e-03
534.764332	115.024673	64.929758	1.763957e-03
534.841599	115.026792	64.927639	1.763526e-03
534.918866	115.028911	64.925520	1.763096e-03
534.996133	115.031029	64.923402	1.762666e-03
535.073400	115.033147	64.921283	1.762236e-03
535.150667	115.035265	64.919166	1.761807e-03
535.227934	115.037382	64.917048	1.761377e-03
535.305200	115.039500	64.914931	1.760948e-03
535.382467	115.041616	64.912814	1.760519e-03
535.459734	115.043733	64.910697	1.760090e-03
535.537001	115.045849	64.908581	1.759661e-03
535.614268	115.047965	64.906465	1.759233e-03
535.691535	115.050081	64.904349	1.758804e-03
535.768802	115.052196	64.902234	1.758376e-03
535.846069	115.054311	64.900119	1.757948e-03
535.923336	115.056426	64.898004	1.757520e-03
536.000603	115.058541	64.895890	1.757092e-03
536.077870	115.060655	64.893776	1.756664e-03
536.155137	115.062769	64.891662	1.756237e-03
536.232404	115.064882	64.889548	1.755810e-03
536.309670	115.066995	64.887435	1.755382e-03
536.386937	115.069108	64.885322	1.754956e-03
536.464204	115.071221	64.883210	1.754529e-03
536.541471	115.073333	64.881097	1.754102e-03
536.618738	115.075445	64.878985	1.753676e-03
536.696005	115.077557	64.876874	1.753249e-03
536.773272	115.079668	64.874762	1.752823e-03
536.850539	115.081779	64.872651	1.752397e-03
536.927806	115.083890	64.870540	1.751971e-03
537.005073	115.086001	64.868430	1.751546e-03
537.082340	115.088111	64.866320	1.751120e-03
537.159607	115.090221	64.864210	1.750695e-03
537.236873	115.092330	64.862100	1.750270e-03
537.314140	115.094440	64.859991	1.749845e-03
537.391407	115.096549	64.857882	1.749420e-03
537.468674	115.098657	64.855773	1.748995e-03
537.545941	115.100766	64.853665	1.748571e-03
537.623208	115.102874	64.851557	1.748147e-03
537.700475	115.104982	64.849449	1.747722e-03
537.777742	115.107089	64.847341	1.747298e-03
537.855009	115.109196	64.845234	1.746875e-03
537.932276	115.111303	64.843127	1.746451e-03
538.009543	115.113410	64.841021	1.746027e-03
538.086810	115.115516	64.838915	1.745604e-03
538.164076	115.117622	64.836809	1.745181e-03
538.241343	115.119727	64.834703	1.744758e-03
538.318610	115.121833	64.832598	1.744335e-03
538.395877	115.123938	64.830493	1.743912e-03
538.473144	115.126043	64.828388	1.743490e-03
538.550411	115.128147	64.826283	1.743067e-03
538.627678	115.130251	64.824179	1.742645e-03
538.704945	115.132355	64.822075	1.742223e-03
538.782212	115.134458	64.819972	1.741801e-03
538.859479	115.136562	64.817869	1.741380e-03
538.936746	115.138665	64.815766	1.740958e-03
539.014013	115.140767	64.813663	1.740537e-03
539.091279	115.142870	64.811561	1.740115e-03
539.168546	115.144972	64.809459	1.739694e-03
539.245813	115.147073	64.807357	1.739273e-03
539.323080	115.149175	64.805256	1.738853e-03
539.400347	115.151276	64.803155	1.738432e-03
539.477614	115.153377	64.801054	1.738012e-03
539.554881	115.155477	64.798953	1.737591e-03
539.632148	115.157577	64.796853	1.737171e-03
539.709415	115.159677	64.794753	1.736751e-03
539.786682	115.161777	64.792653	1.736332e-03
539.863949	115.163876	64.790554	1.735912e-03
539.941216	115.165975	64.788455	1.735493e-03
540.018482	115.168074	64.786356	1.735073e-03
540.095749	115.170172	64.784258	1.734654e-03
540.173016	115.172271	64.782160	1.734235e-03
540.250283	115.174368	64.780062	1.733816e-03
540.327550	115.176466	64.777965	1.733398e-03
540.404817	115.178563	64.775867	1.732979e-03
540.482084	115.180660	64.773770	1.732561e-03
540.559351	115.182757	64.771674	1.732143e-03
540.636618	115.184853	64.769577	1.731725e-03
540.713885	115.186949	64.767481	1.731307e-03
540.791152	115.189045	64.765386	1.730889e-03
540.868419	115.191140	64.763290	1.730472e-03
540.945685	115.193235	64.761195	1.730054e-03
541.022952	115.195330	64.759100	1.729637e-03
541.100219	115.197425	64.757006	1.729220e-03
541.177486	115.199519	64.754912	1.728803e-03
541.254753	115.201613	64.752818	1.728387e-03
541.332020	115.203706	64.750724	1.727970e-03
541.409287	115.205800	64.748631	1.727554e-03
541.486554	115.207893	64.746538	1.727137e-03
541.563821	115.209985	64.744445	1.726721e-03
541.641088	115.212078	64.742353	1.726305e-03
541.718355	115.214170	64.740260	1.725890e-03
541.795622	115.216262	64.738169	1.725474e-03
541.872888	115.218353	64.736077	1.725059e-03
541.950155	115.220445	64.733986	1.724643e-03
542.027422	115.222536	64.731895	1.724228e-03
542.104689	115.224626	64.729804	1.723813e-03
542.181956	115.226717	64.727714	1.723398e-03
542.259223	115.228807	64.725624	1.722984e-03
542.336490	115.230896	64.723534	1.722569e-03
542.413757	115.232986	64.721445	1.722155e-03
542.491024	115.235075	64.719356	1.721741e-03
542.568291	115.237164	64.717267	1.721327e-03
542.645558	115.239252	64.715178	1.720913e-03
542.722825	115.241341	64.713090	1.720499e-03
542.800091	115.243429	64.711002	1.720086e-03
542.877358	115.245516	64.708914	1.719672e-03
542.954625	115.247604	64.706827	1.719259e-03
