% MoM Electric Field Results - Generated: 2025-06-01 13:19:19
% Distance(m)	Field_dB	Magnitude(V/m)	Real(V/m)	Imag(V/m)	Phase(deg)
567.911839	-25.643945	1.264793e+00	9.941441e-01	-7.819073e-01	-38.186
567.989106	-25.621989	1.268075e+00	-7.232655e-01	-1.041586e+00	-124.776
568.066373	-25.600044	1.271364e+00	-1.086092e+00	6.608862e-01	148.680
568.143640	-25.573733	1.275303e+00	5.975835e-01	1.126628e+00	62.058
568.220907	-25.551580	1.278641e+00	1.163791e+00	-5.296343e-01	-24.470
568.298174	-25.527077	1.282335e+00	-4.624802e-01	-1.196033e+00	-111.140
568.375441	-25.498110	1.286701e+00	-1.226022e+00	3.904739e-01	162.334
568.452708	-25.479899	1.289484e+00	3.194451e-01	1.249289e+00	75.657
568.529975	-25.445439	1.294692e+00	1.271232e+00	-2.453524e-01	-10.924
568.607242	-25.426573	1.297590e+00	-1.709289e-01	-1.286283e+00	-97.569
568.684509	-25.396900	1.302114e+00	-1.298615e+00	9.538967e-02	175.799
568.761776	-25.370665	1.306136e+00	1.986060e-02	1.305985e+00	89.129
568.839042	-25.344163	1.310211e+00	1.308941e+00	5.765933e-02	2.522
568.916309	-25.321782	1.313675e+00	1.323866e-01	-1.306987e+00	-84.216
568.993576	-25.285737	1.319222e+00	-1.302368e+00	-2.101981e-01	-170.832
569.070843	-25.271202	1.321515e+00	-2.850821e-01	1.290400e+00	102.458
569.148110	-25.236687	1.326862e+00	1.277033e+00	3.602089e-01	15.752
569.225377	-25.212833	1.330596e+00	4.343058e-01	-1.257721e+00	-70.950
569.302644	-25.186510	1.334719e+00	-1.234270e+00	-5.079895e-01	-157.629
569.379911	-25.167299	1.337760e+00	-5.776280e-01	1.206626e+00	115.581
569.457178	-25.129084	1.343744e+00	1.176604e+00	6.490377e-01	28.882
569.534445	-25.116009	1.345854e+00	7.162894e-01	-1.139409e+00	-57.844
569.611712	-25.088510	1.350208e+00	-1.100938e+00	-7.816626e-01	-144.625
569.688979	-25.065264	1.353912e+00	-8.443521e-01	1.058371e+00	128.582
569.766245	-25.033066	1.359027e+00	1.012114e+00	9.069623e-01	41.864
569.843512	-25.025366	1.360319e+00	9.632712e-01	-9.605084e-01	-44.918
569.920779	-24.996541	1.364928e+00	-9.090474e-01	-1.018165e+00	-131.759
569.998046	-24.974606	1.368466e+00	-1.070041e+00	8.530599e-01	141.437
570.075313	-25.042690	1.357869e+00	7.913192e-01	1.103459e+00	54.355
570.152580	-25.140880	1.342691e+00	1.128653e+00	-7.272976e-01	-32.798
570.229847	-25.220950	1.330456e+00	-6.662651e-01	-1.151609e+00	-120.052
570.307114	-25.308642	1.317176e+00	-1.170766e+00	6.035397e-01	152.729
570.384381	-25.389239	1.305094e+00	5.404147e-01	1.187949e+00	65.539
570.461648	-25.500759	1.288527e+00	1.197571e+00	-4.755270e-01	-21.657
570.538915	-25.603336	1.273481e+00	-4.144703e-01	-1.204147e+00	-108.994
570.616182	-25.713101	1.257570e+00	-1.206675e+00	3.541443e-01	163.644
570.693448	-25.802969	1.244706e+00	2.954961e-01	1.209121e+00	76.267
570.770715	-25.915479	1.228765e+00	1.206140e+00	-2.347162e-01	-11.012
570.847982	-26.030587	1.212667e+00	-1.764246e-01	-1.199764e+00	-98.365
570.925249	-26.171187	1.193271e+00	-1.187242e+00	1.198047e-01	174.238
571.002516	-26.296887	1.176202e+00	6.840112e-02	1.174212e+00	86.666
571.079783	-26.427518	1.158720e+00	1.158581e+00	-1.794628e-02	-0.887
571.157050	-26.539777	1.143914e+00	3.013940e-02	-1.143516e+00	-88.490
571.234317	-26.670804	1.126859e+00	-1.124073e+00	-7.919085e-02	-175.970
571.311584	-26.804099	1.109769e+00	-1.251280e-01	1.102693e+00	96.474
571.388851	-26.966510	1.089281e+00	1.076047e+00	1.692810e-01	8.940
571.466118	-27.127581	1.069336e+00	2.076140e-01	-1.048988e+00	-78.805
571.543385	-27.301374	1.048220e+00	-1.019625e+00	-2.431671e-01	-166.586
571.620651	-27.456888	1.029685e+00	-2.739664e-01	9.925695e-01	105.430
571.697918	-27.614028	1.011289e+00	9.644467e-01	3.042173e-01	17.507
571.775185	-27.754603	9.951175e-01	3.318058e-01	-9.381704e-01	-70.523
571.852452	-27.906701	9.779064e-01	-9.093100e-01	-3.598002e-01	-158.412
571.929719	-28.057956	9.610861e-01	-3.846971e-01	8.807353e-01	113.595
572.006986	-28.232792	9.419943e-01	8.487898e-01	4.085452e-01	25.703
572.084253	-28.414564	9.225449e-01	4.275536e-01	-8.174882e-01	-62.390
572.161520	-28.618067	9.012393e-01	-7.841869e-01	-4.441657e-01	-150.473
572.238787	-28.821517	8.804311e-01	-4.554399e-01	7.534809e-01	121.151
572.316054	-29.033189	8.592896e-01	7.227560e-01	4.647606e-01	32.743
572.393321	-29.231235	8.399724e-01	4.699652e-01	-6.961942e-01	-55.979
572.470588	-29.423671	8.216200e-01	-6.704949e-01	-4.748642e-01	-144.693
572.547854	-29.593726	8.057420e-01	-4.773610e-01	6.491122e-01	126.331
572.625121	-29.753108	7.911424e-01	6.281235e-01	4.810064e-01	37.444
572.702388	-29.891423	7.786937e-01	4.832630e-01	-6.105905e-01	-51.640
572.779655	-30.023299	7.670093e-01	-5.924351e-01	-4.871589e-01	-140.570
572.856922	-30.142174	7.566319e-01	-4.896880e-01	5.767993e-01	130.330
572.934189	-30.262095	7.463049e-01	5.598364e-01	4.935121e-01	41.397
573.011456	-30.377020	7.365425e-01	4.954232e-01	-5.450235e-01	-47.729
573.088723	-30.497509	7.264423e-01	-5.288570e-01	-4.980247e-01	-136.720
573.165990	-30.616141	7.166337e-01	-4.981962e-01	5.151353e-01	134.042
573.243257	-30.738950	7.066177e-01	5.005884e-01	4.987182e-01	44.893
573.320524	-30.856702	6.971474e-01	4.967174e-01	-4.891690e-01	-44.561
573.397791	-30.971410	6.880452e-01	-4.776497e-01	-4.952342e-01	-133.965
573.475057	-31.072468	6.801298e-01	-4.916533e-01	4.699506e-01	136.293
573.552324	-31.159478	6.733936e-01	4.627236e-01	4.892299e-01	46.595
573.629591	-31.221555	6.686408e-01	4.855201e-01	-4.597290e-01	-43.437
573.706858	-31.258296	6.658609e-01	-4.574108e-01	-4.838865e-01	-133.389
573.784125	-31.260125	6.657632e-01	-4.819374e-01	4.593223e-01	136.376
573.861392	-31.229130	6.681858e-01	4.616882e-01	4.830282e-01	46.294
573.938659	-31.158485	6.736855e-01	4.847139e-01	-4.678724e-01	-43.987
574.015926	-31.054102	6.818739e-01	-4.739212e-01	-4.902558e-01	-134.029
574.093193	-30.912307	6.931409e-01	-4.970850e-01	4.830640e-01	135.820
574.170460	-30.742199	7.068944e-01	4.912336e-01	5.083201e-01	45.979
574.247727	-30.542489	7.233821e-01	5.212361e-01	-5.015920e-01	-43.900
574.324994	-30.323392	7.419084e-01	-5.100266e-01	-5.387958e-01	-133.429
574.402260	-30.084891	7.626110e-01	-5.581168e-01	5.196932e-01	137.042
574.479527	-29.836128	7.848178e-01	5.264914e-01	5.820187e-01	47.868
574.556794	-29.577735	8.085673e-01	6.074808e-01	-5.336180e-01	-41.296
574.634061	-29.316325	8.333249e-01	-5.370272e-01	-6.372066e-01	-130.124
574.711328	-29.053194	8.590107e-01	-6.680673e-01	5.399866e-01	141.052
574.788595	-28.791776	8.853136e-01	5.385314e-01	7.026835e-01	52.534
574.865862	-28.534415	9.119958e-01	7.378512e-01	-5.360148e-01	-35.997
574.943129	-28.281244	9.390291e-01	-5.285659e-01	-7.761403e-01	-124.256
575.020396	-28.036093	9.659713e-01	-8.143032e-01	5.196258e-01	147.457
575.097663	-27.795925	9.931167e-01	5.054200e-01	8.548868e-01	59.408
575.174930	-27.566396	1.019775e+00	8.946279e-01	-4.894713e-01	-28.684
575.252197	-27.341528	1.046587e+00	-4.680978e-01	-9.360713e-01	-116.568
575.329463	-27.128989	1.072581e+00	-9.759611e-01	4.448927e-01	155.494
575.406730	-26.920123	1.098755e+00	4.162578e-01	1.016854e+00	67.738
575.483997	-26.724662	1.123833e+00	1.055521e+00	-3.858442e-01	-20.080
575.561264	-26.531532	1.149174e+00	-3.501254e-01	-1.094538e+00	-107.739
575.638531	-26.352482	1.173183e+00	-1.130715e+00	3.127986e-01	164.537
575.715798	-26.174276	1.197578e+00	2.703951e-01	1.166653e+00	76.951
575.793065	-26.010564	1.220442e+00	1.199212e+00	-2.266485e-01	-10.703
575.870332	-25.846192	1.243836e+00	-1.781331e-01	-1.231015e+00	-98.234
575.947599	-25.696562	1.265530e+00	-1.258978e+00	1.286124e-01	174.167
576.024866	-25.544821	1.287915e+00	7.468763e-02	1.285747e+00	86.675
576.102133	-25.407966	1.308451e+00	1.308296e+00	-2.014964e-02	-0.882
576.179400	-25.267633	1.329847e+00	3.839025e-02	-1.329293e+00	-88.346
576.256666	-25.142281	1.349264e+00	-1.345764e+00	-9.711340e-02	-175.873
576.333933	-25.012171	1.369714e+00	-1.594140e-01	1.360406e+00	96.684
576.411200	-24.897121	1.388066e+00	1.370288e+00	2.214446e-01	9.180
576.488467	-24.776118	1.407628e+00	2.866169e-01	-1.378139e+00	-78.251
576.565734	-24.670262	1.424978e+00	-1.381058e+00	-3.510564e-01	-165.738
576.643001	-24.557342	1.443716e+00	-4.181974e-01	1.381820e+00	106.838
576.720268	-24.459657	1.460137e+00	1.377535e+00	4.841462e-01	19.364
576.797535	-24.353902	1.478117e+00	5.523544e-01	-1.371034e+00	-68.057
576.874802	-24.263440	1.493687e+00	-1.359423e+00	-6.189272e-01	-155.521
576.952069	-24.164056	1.510972e+00	-6.873162e-01	1.345597e+00	117.057
577.029336	-24.079926	1.525775e+00	1.326649e+00	7.536526e-01	29.600
577.106603	-23.986240	1.542419e+00	8.213628e-01	-1.305534e+00	-57.824
577.183869	-23.907605	1.556545e+00	-1.279341e+00	-8.866335e-01	-145.277
577.261136	-23.819045	1.572596e+00	-9.528436e-01	1.251059e+00	127.294
577.338403	-23.745148	1.586133e+00	1.217805e+00	1.016252e+00	39.845
577.415670	-23.661190	1.601640e+00	1.080190e+00	-1.182557e+00	-47.590
577.492937	-23.591397	1.614664e+00	-1.142505e+00	-1.140975e+00	-135.038
577.570204	-23.511511	1.629687e+00	-1.201924e+00	1.100571e+00	137.520
577.647471	-23.445343	1.642253e+00	1.054041e+00	1.259362e+00	50.072
577.724738	-23.368971	1.656861e+00	1.316660e+00	-1.005782e+00	-37.376
577.802005	-23.306063	1.669011e+00	-9.531391e-01	-1.370081e+00	-124.826
577.879272	-23.232706	1.683273e+00	-1.423105e+00	8.989884e-01	147.719
577.956539	-23.172668	1.695055e+00	8.406429e-01	1.471914e+00	60.268
578.033806	-23.102029	1.709005e+00	1.520067e+00	-7.810858e-01	-27.196
578.111072	-23.044313	1.720508e+00	-7.175112e-01	-1.563754e+00	-114.648
578.188339	-22.976330	1.734137e+00	-1.606476e+00	6.530436e-01	157.878
578.265606	-22.920338	1.745462e+00	5.848007e-01	1.644581e+00	70.425
578.342873	-22.854906	1.758772e+00	1.681402e+00	-5.159147e-01	-17.058
578.420140	-22.800369	1.769962e+00	-4.436210e-01	-1.713466e+00	-104.515
578.497407	-22.736988	1.783038e+00	-1.744042e+00	3.708628e-01	167.995
578.574674	-22.684056	1.794050e+00	2.950973e-01	1.769614e+00	80.533
578.651941	-22.622155	1.806996e+00	1.793658e+00	-2.191419e-01	-6.966
578.729208	-22.570657	1.817856e+00	-1.404211e-01	-1.812425e+00	-94.430
578.806475	-22.510436	1.830620e+00	-1.829570e+00	6.198046e-02	178.060
578.883742	-22.459488	1.841505e+00	-1.905873e-02	1.841407e+00	90.593
578.961009	-22.401341	1.853992e+00	1.851323e+00	9.944454e-02	3.075
579.038275	-22.350834	1.864922e+00	1.819795e-01	-1.856022e+00	-84.400
579.115542	-22.293832	1.877319e+00	-1.858698e+00	-2.637612e-01	-171.923
579.192809	-22.244581	1.888114e+00	-3.471907e-01	1.855918e+00	100.596
579.270076	-22.188406	1.900485e+00	1.851323e+00	4.294706e-01	13.060
579.347343	-22.139294	1.911382e+00	5.133351e-01	-1.841159e+00	-74.421
579.424610	-22.085189	1.923447e+00	-1.828946e+00	-5.954854e-01	-161.965
579.501877	-22.035970	1.934499e+00	-6.787962e-01	1.811498e+00	110.542
579.579144	-21.982326	1.946607e+00	1.791939e+00	7.604167e-01	22.994
579.656411	-21.934350	1.957513e+00	8.426511e-01	-1.766860e+00	-64.503
579.733678	-21.881870	1.969500e+00	-1.740028e+00	-9.226231e-01	-152.066
579.810945	-21.832850	1.980772e+00	-1.003278e+00	1.707891e+00	120.432
579.888212	-21.781749	1.992585e+00	1.673612e+00	1.081398e+00	32.868
579.965478	-21.734089	2.003676e+00	1.159400e+00	-1.634169e+00	-54.645
580.042745	-21.686703	2.014764e+00	-1.591710e+00	-1.235205e+00	-142.188
580.120012	-21.644056	2.024808e+00	-1.311314e+00	1.542823e+00	130.363
580.197279	-21.600898	2.035022e+00	1.491943e+00	1.383987e+00	42.850
580.274546	-21.559415	2.044893e+00	1.455682e+00	-1.436168e+00	-44.613
580.351813	-21.516177	2.055228e+00	-1.379082e+00	-1.523842e+00	-132.145
580.429080	-21.472651	2.065683e+00	-1.591265e+00	1.317164e+00	140.384
580.506347	-21.429816	2.076026e+00	1.253563e+00	1.654831e+00	52.855
580.583614	-21.387788	2.086227e+00	1.716810e+00	-1.185288e+00	-34.621
580.660881	-21.346568	2.096283e+00	-1.116076e+00	-1.774480e+00	-122.168
580.738148	-21.303246	2.106898e+00	-1.830744e+00	1.042782e+00	150.334
580.815415	-21.260542	2.117415e+00	9.684859e-01	1.882945e+00	62.781
580.892681	-21.216405	2.128336e+00	1.933397e+00	-8.898252e-01	-24.714
580.969948	-21.175551	2.138505e+00	-8.102767e-01	-1.979054e+00	-112.265
581.047215	-21.133218	2.149089e+00	-2.022374e+00	7.270381e-01	160.227
581.124482	-21.093568	2.159057e+00	6.436851e-01	2.060873e+00	72.655
581.201749	-21.050035	2.170042e+00	2.097321e+00	-5.570720e-01	-14.875
581.279016	-21.008841	2.180496e+00	-4.703193e-01	-2.129169e+00	-102.456
581.356283	-20.963785	2.191974e+00	-2.158759e+00	3.801432e-01	170.013
581.433550	-20.923078	2.202410e+00	2.898670e-01	2.183251e+00	82.437
581.510817	-20.879423	2.213646e+00	2.204899e+00	-1.965893e-01	-5.095
581.588084	-20.841124	2.223568e+00	-1.038995e-01	-2.221139e+00	-92.678
581.665351	-20.798962	2.234529e+00	-2.234511e+00	8.931549e-03	179.771
581.742618	-20.761450	2.244341e+00	-8.490964e-02	2.242734e+00	92.168
581.819884	-20.718505	2.255607e+00	2.248353e+00	1.807525e-01	4.596
581.897151	-20.679829	2.265816e+00	2.753937e-01	-2.249017e+00	-83.019
581.974418	-20.635278	2.277610e+00	-2.247020e+00	-3.720344e-01	-170.599
582.051685	-20.595814	2.288126e+00	-4.673920e-01	2.239881e+00	101.787
582.128952	-20.551023	2.300100e+00	2.229748e+00	5.645214e-01	14.207
582.206219	-20.512510	2.310467e+00	6.599508e-01	-2.214209e+00	-73.403
582.283486	-20.469128	2.322182e+00	-2.195462e+00	-7.566204e-01	-160.985
582.360753	-20.432673	2.332095e+00	-8.509759e-01	2.171291e+00	111.401
582.438020	-20.391148	2.343418e+00	2.143991e+00	9.459979e-01	23.809
582.515287	-20.356509	2.352930e+00	1.038174e+00	-2.111510e+00	-63.818
582.592554	-20.316106	2.364049e+00	-2.076156e+00	-1.130621e+00	-151.428
582.669821	-20.282234	2.373435e+00	-1.219892e+00	2.035942e+00	120.929
582.747087	-20.241856	2.384644e+00	1.993097e+00	1.309232e+00	33.300
582.824354	-20.207759	2.394174e+00	1.395206e+00	-1.945628e+00	-54.356
582.901621	-20.166673	2.405677e+00	-1.895659e+00	-1.481133e+00	-141.998
582.978888	-20.131915	2.415474e+00	-1.563514e+00	1.841179e+00	130.338
583.056155	-20.090015	2.427307e+00	1.784235e+00	1.645699e+00	42.687
583.133422	-20.054770	2.437329e+00	1.724081e+00	-1.722823e+00	-44.979
583.210689	-20.012461	2.449384e+00	-1.658962e+00	-1.802035e+00	-132.633
583.287956	-19.977280	2.459480e+00	-1.875834e+00	1.590688e+00	139.702
583.365223	-19.935203	2.471578e+00	1.520035e+00	1.948895e+00	52.048
583.442490	-19.900735	2.481561e+00	2.017390e+00	-1.445090e+00	-35.615
583.519757	-19.859515	2.493522e+00	-1.367934e+00	-2.084805e+00	-123.271
583.597024	-19.826300	2.503233e+00	-2.147230e+00	1.286693e+00	149.069
583.674290	-19.786396	2.514917e+00	1.203510e+00	2.208251e+00	61.409
583.751557	-19.754761	2.524252e+00	2.263895e+00	-1.116526e+00	-26.252
583.828824	-19.716417	2.535579e+00	-1.027952e+00	-2.317860e+00	-113.917
583.906091	-19.686464	2.544498e+00	-2.366123e+00	9.359117e-01	158.419
583.983358	-19.649731	2.555442e+00	8.426893e-01	2.412500e+00	70.746
584.060625	-19.621375	2.563959e+00	2.452925e+00	-7.463540e-01	-16.923
584.137892	-19.586164	2.574535e+00	-6.492738e-01	-2.491320e+00	-104.607
584.215159	-19.559190	2.582704e+00	-2.523586e+00	5.494301e-01	167.717
584.292426	-19.525336	2.592953e+00	4.492867e-01	2.553732e+00	80.022
584.369693	-19.499457	2.600853e+00	2.577640e+00	-3.467097e-01	-7.661
584.446960	-19.466767	2.610824e+00	-2.442729e-01	-2.599371e+00	-95.369
584.524227	-19.441670	2.618542e+00	-2.614813e+00	1.397068e-01	176.942
584.601494	-19.409963	2.628283e+00	3.570825e-02	2.628040e+00	89.222
584.678760	-19.385345	2.635908e+00	2.634975e+00	7.013965e-02	1.525
584.756027	-19.354474	2.645459e+00	1.750093e-01	-2.639664e+00	-86.207
584.833294	-19.330062	2.653071e+00	-2.638098e+00	-2.814652e-01	-173.910
584.910561	-19.299919	2.662460e+00	-3.865514e-01	2.634250e+00	98.348
584.987828	-19.275489	2.670127e+00	2.624226e+00	4.929668e-01	10.639
585.065095	-19.246001	2.679375e+00	5.976438e-01	-2.611871e+00	-77.112
585.142362	-19.221390	2.687146e+00	-2.593453e+00	-7.033857e-01	-164.826
585.219629	-19.192507	2.696265e+00	-8.070478e-01	2.572648e+00	107.417
585.296896	-19.167613	2.704173e+00	2.545925e+00	9.114898e-01	19.698
585.374163	-19.139292	2.713174e+00	1.013545e+00	-2.516752e+00	-68.064
585.451430	-19.114089	2.721228e+00	-2.481832e+00	-1.116061e+00	-155.787
585.528697	-19.086276	2.730127e+00	-1.215922e+00	2.444407e+00	116.447
585.605963	-19.060805	2.738316e+00	2.401421e+00	1.315883e+00	28.721
585.683230	-19.033427	2.747132e+00	1.412969e+00	-2.355898e+00	-59.046
585.760497	-19.007796	2.755423e+00	-2.305001e+00	-1.509744e+00	-146.776
585.837764	-18.980753	2.764188e+00	-1.603469e+00	2.251582e+00	125.457
585.915031	-18.955117	2.772532e+00	2.192956e+00	1.696431e+00	37.725
585.992298	-18.928300	2.781279e+00	1.786206e+00	-2.131896e+00	-50.042
586.069565	-18.902829	2.789621e+00	-2.065755e+00	-1.874739e+00	-137.775
586.146832	-18.876145	2.798379e+00	-1.959967e+00	1.997362e+00	134.459
586.224099	-18.850985	2.806673e+00	1.923959e+00	2.043476e+00	46.725
586.301366	-18.824398	2.815453e+00	2.123550e+00	-1.848597e+00	-41.040
586.378633	-18.799610	2.823675e+00	-1.768234e+00	-2.201475e+00	-128.772
586.455900	-18.773190	2.832454e+00	-2.275776e+00	1.686309e+00	143.462
586.533166	-18.748714	2.840624e+00	1.599352e+00	2.347599e+00	55.735
586.610433	-18.722661	2.849336e+00	2.415509e+00	-1.511301e+00	-32.033
586.687700	-18.698298	2.857517e+00	-1.418196e+00	-2.480751e+00	-119.756
586.764967	-18.672924	2.866056e+00	-2.541664e+00	1.324471e+00	152.476
586.842234	-18.648388	2.874343e+00	1.225757e+00	2.599879e+00	64.758
586.919501	-18.624032	2.882594e+00	2.653233e+00	-1.126811e+00	-23.011
586.996768	-18.599075	2.891069e+00	-1.023123e+00	-2.703979e+00	-110.725
587.074035	-18.575938	2.898962e+00	-2.749300e+00	9.194178e-01	161.509
587.151302	-18.550528	2.907636e+00	8.114620e-01	2.792110e+00	73.795
587.228569	-18.528500	2.915201e+00	2.829043e+00	-7.035001e-01	-13.965
587.305836	-18.502961	2.923968e+00	-5.920009e-01	-2.863411e+00	-101.681
587.383103	-18.481560	2.931364e+00	-2.891734e+00	4.803850e-01	170.568
587.460369	-18.456513	2.940013e+00	3.660080e-01	2.917141e+00	82.849
587.537636	-18.435091	2.947456e+00	2.936706e+00	-2.515069e-01	-4.895
587.614903	-18.411095	2.955795e+00	-1.348056e-01	-2.952719e+00	-92.614
587.692170	-18.389327	2.963397e+00	-2.963340e+00	1.835941e-02	179.645
587.769437	-18.366328	2.971439e+00	-1.001836e-01	2.969749e+00	91.932
587.846704	-18.344697	2.979034e+00	2.971077e+00	2.175848e-01	4.189
587.923971	-18.321789	2.987087e+00	3.373762e-01	-2.967974e+00	-83.515
588.001238	-18.301418	2.994287e+00	-2.959526e+00	-4.549328e-01	-171.261
588.078505	-18.277517	3.002726e+00	-5.750411e-01	2.947149e+00	101.041
588.155772	-18.259011	3.009317e+00	2.928601e+00	6.923065e-01	13.300
588.233039	-18.234270	3.018089e+00	8.114761e-01	-2.906952e+00	-74.403
588.310306	-18.216515	3.024453e+00	-2.878527e+00	-9.281157e-01	-162.129
588.387572	-18.192708	3.032943e+00	-1.045268e+00	2.847132e+00	110.160
588.464839	-18.173822	3.039734e+00	2.809521e+00	1.160420e+00	22.442
588.542106	-18.151968	3.047582e+00	1.275229e+00	-2.767950e+00	-65.264
588.619373	-18.132442	3.054631e+00	-2.721412e+00	-1.387330e+00	-152.988
588.696640	-18.110356	3.062599e+00	-1.499752e+00	2.670254e+00	119.321
588.773907	-18.093056	3.068896e+00	2.614078e+00	1.607704e+00	31.592
588.851174	-18.068800	3.077669e+00	1.716524e+00	-2.554524e+00	-56.101
588.928441	-18.053043	3.083449e+00	-2.488556e+00	-1.820645e+00	-143.811
589.005708	-18.029934	3.091856e+00	-1.923942e+00	2.420335e+00	128.481
589.082975	-18.011719	3.098540e+00	2.346270e+00	2.023850e+00	40.780
589.160242	-17.991036	3.106120e+00	2.121793e+00	-2.268475e+00	-46.914
589.237509	-17.973482	3.112598e+00	-2.186738e+00	-2.215048e+00	-134.632
589.314775	-17.949785	3.121295e+00	-2.308027e+00	2.101308e+00	137.684
589.392042	-17.935212	3.126731e+00	2.010449e+00	2.394690e+00	49.985
589.469309	-17.912488	3.135117e+00	2.479820e+00	-1.918189e+00	-37.723
589.546576	-17.894137	3.141943e+00	-1.820680e+00	-2.560650e+00	-125.414
589.623843	-17.873571	3.149587e+00	-2.638568e+00	1.719842e+00	146.903
589.701110	-17.858300	3.155325e+00	1.615917e+00	2.710145e+00	59.195
589.778377	-17.833713	3.164466e+00	2.780937e+00	-1.510046e+00	-28.502
589.855644	-17.817214	3.170680e+00	-1.398706e+00	-2.845493e+00	-116.176
589.932911	-17.797666	3.178021e+00	-2.906214e+00	1.285978e+00	156.131
590.010178	-17.782393	3.183812e+00	1.169766e+00	2.961132e+00	68.444
590.087445	-17.766925	3.189684e+00	3.013994e+00	-1.043994e+00	-19.105
590.164712	-17.760177	3.192361e+00	-9.136125e-01	-3.058836e+00	-106.630
590.241978	-17.750559	3.196095e+00	-3.098728e+00	7.828842e-01	165.821
590.319245	-17.744604	3.198485e+00	6.507219e-01	3.131592e+00	78.261
590.396512	-17.729424	3.204278e+00	3.162167e+00	-5.177823e-01	-9.299
590.473779	-17.720508	3.207768e+00	-3.809776e-01	-3.185063e+00	-96.821
590.551046	-17.709880	3.211894e+00	-3.202627e+00	2.438060e-01	175.647
590.628313	-17.706495	3.213344e+00	1.060498e-01	3.211594e+00	88.109
590.705580	-17.695278	3.217696e+00	3.217556e+00	3.000004e-02	0.534
590.782847	-17.685669	3.221456e+00	1.678367e-01	-3.217081e+00	-87.014
590.860114	-17.670145	3.227419e+00	-3.212871e+00	-3.060951e-01	-174.558
590.937381	-17.662360	3.230512e+00	-4.461075e-01	3.199562e+00	97.937
591.014648	-17.653231	3.234109e+00	3.180953e+00	5.839535e-01	10.402
591.091915	-17.649979	3.235520e+00	7.207293e-01	-3.154226e+00	-77.129
591.169181	-17.640204	3.239363e+00	-3.124658e+00	-8.543931e-01	-164.707
591.246448	-17.631253	3.242904e+00	-9.881659e-01	3.088682e+00	107.741
591.323715	-17.615527	3.248981e+00	3.049637e+00	1.120532e+00	20.175
591.400982	-17.603620	3.253639e+00	1.253626e+00	-3.002431e+00	-67.338
591.478249	-17.590155	3.258888e+00	-2.950337e+00	-1.384147e+00	-154.866
591.555516	-17.583392	3.261628e+00	-1.513132e+00	2.889403e+00	117.640
591.632783	-17.575870	3.264656e+00	2.824420e+00	1.637263e+00	30.100
591.710050	-17.572173	3.266247e+00	1.758595e+00	-2.752401e+00	-57.424
591.787317	-17.564502	3.269335e+00	-2.678224e+00	-1.875012e+00	-145.004
591.864584	-17.556777	3.272445e+00	-1.989524e+00	2.598209e+00	127.442
591.941851	-17.543781	3.277548e+00	2.516241e+00	2.100203e+00	39.850
592.019118	-17.530284	3.282847e+00	2.209726e+00	-2.427797e+00	-47.692
592.096384	-17.513791	3.289290e+00	-2.336352e+00	-2.315359e+00	-135.259
592.173651	-17.498788	3.295180e+00	-2.419064e+00	2.237484e+00	137.233
592.250918	-17.484021	3.300990e+00	2.135125e+00	2.517494e+00	49.698
592.328185	-17.472167	3.305702e+00	2.612466e+00	-2.025509e+00	-37.787
592.405452	-17.462273	3.309674e+00	-1.913154e+00	-2.700701e+00	-125.313
592.482719	-17.454734	3.312752e+00	-2.784453e+00	1.794756e+00	147.196
592.559986	-17.449004	3.315143e+00	1.674999e+00	2.860865e+00	59.652
592.637253	-17.443593	3.317413e+00	2.932732e+00	-1.550584e+00	-27.866
592.714520	-17.438949	3.319391e+00	-1.425939e+00	-2.997509e+00	-115.441
592.791787	-17.432309	3.322135e+00	-3.058279e+00	1.297502e+00	157.010
592.869054	-17.425611	3.324903e+00	1.169309e+00	3.112506e+00	69.410
592.946321	-17.415228	3.329085e+00	3.163271e+00	-1.037555e+00	-18.160
593.023587	-17.404758	3.333305e+00	-9.059838e-01	-3.207821e+00	-105.771
593.100854	-17.389848	3.339238e+00	-3.249074e+00	7.707327e-01	166.655
593.178121	-17.375634	3.344913e+00	6.354271e-01	3.284003e+00	79.049
593.255388	-17.356985	3.352309e+00	3.315361e+00	-4.963416e-01	-8.514
593.332655	-17.340301	3.358961e+00	-3.571180e-01	-3.339923e+00	-96.103
593.409922	-17.319595	3.367185e+00	-3.360360e+00	2.142837e-01	176.351
593.487189	-17.302221	3.374135e+00	7.154500e-02	3.373376e+00	88.785
593.564456	-17.281316	3.382474e+00	3.381658e+00	7.428909e-02	1.258
593.641723	-17.264917	3.389075e+00	2.194726e-01	-3.381961e+00	-86.287
593.718990	-17.245356	3.396924e+00	-3.377047e+00	-3.669481e-01	-173.799
593.796257	-17.231134	3.402701e+00	-5.129926e-01	3.363809e+00	98.671
593.873524	-17.213925	3.409659e+00	3.345100e+00	6.603616e-01	11.167
593.950790	-17.202508	3.414353e+00	8.054218e-01	-3.317997e+00	-76.356
594.028057	-17.188100	3.420232e+00	-3.285416e+00	-9.508058e-01	-163.859
594.105324	-17.179603	3.423790e+00	-1.093020e+00	3.244634e+00	108.617
594.182591	-17.167977	3.428587e+00	3.198578e+00	1.234628e+00	21.106
594.259858	-17.162123	3.431110e+00	1.372298e+00	-3.144727e+00	-66.424
594.337125	-17.152929	3.434955e+00	-3.085956e+00	-1.508572e+00	-153.948
